Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,HIG,0,0,0,0,16570000000.0,21080000000.0,9.68,8.54,,0.81,0.95,1.03,,8.51,12.33,2.22,10.32,20530000000.0,57.22,-3.4,7640000000.0,3060000000.0,1730000000.0,4.78,-14.2,3570000000.0,9.97,4430000000.0,24.89,2.04,48.76,3700000000.0,3020000000.0,1.03,44.6,40.99,2450000.0,358330000.0,356860000.0,0.44,93.21,4139999.9999999995,1.67,1.31,3930000.0
0,0,LNC,0,0,0,0,9560000000.0,8860000000.0,29.74,5.28,,0.57,0.44,0.78,,4.47,7.36,0.24,3.79,17650000000.0,90.61,15.6,4590000000.0,1380000000.0,788000000.0,3.91,,7230000000.0,37.4,7900000000.0,36.64,3.31,111.51,512000000.0,-4870000000.0,2.26,45.4,38.68,2160000.0,193260000.0,181890000.0,5.86,79.95,8820000.0,3.55,5.21,10080000.0
0,0,CTXS,0,0,0,0,16070000000.0,17100000000.000002,28.07,20.37,1.83,5.17,233.59,5.28,20.62,18.52,21.33,9.99,153.37,3240000000.0,25.8,4.7,2600000000.0,794770000.0,599470000.0,4.68,-63.7,924780000.0,7.51,1930000000.0,2801.25,0.9,0.56,1020000000.0,1040000000.0,0.22,122.37,136.47,1530000.0,123120000.0,122340000.0,0.66,94.69,6270000.0,3.67,6.76,5800000.0
0,0,BLL,0,0,0,0,30280000000.0,37280000000.0,59.73,27.93,3.93,2.7,10.49,3.27,24.27,4.55,10.92,4.69,15.11,11400000000.0,34.96,4.7,2270000000.0,1910000000.0,518000000.0,1.55,162.0,771000000.0,2.36,7990000000.0,270.67,1.07,8.83,1240000000.0,855370000.0,0.46,94.35,82.02,1680000.0,326570000.0,324670000.0,0.61,86.16,8700000.0,4.72,3.09,9130000.0
0,0,RF,0,0,0,0,,,,,,,,,,18.61,24.21,0.63,5.03,4660000000.0,4.85,10.3,5520000000.0,,769000000.0,0.79,29.6,5850000000.0,6.09,6720000000.0,,,16.92,2820000000.0,,1.6,15.12,12.51,9110000.0,960440000.0,957500000.0,0.42,75.06,20680000.0,2.27,2.47,20770000.0
0,0,JNJ,0,0,0,0,396380000000.0,403360000000.0,23.67,16.67,2.8,4.97,6.15,4.99,15.29,21.01,24.93,7.72,27.69,80860000000.0,30.71,1.7,54600000000.0,27260000000.0,16989999999.999998,6.36,102.7,30780000000.0,11.69,37760000000.0,58.56,1.48,24.49,21590000000.0,18060000000.0,0.68,146.6,146.74,7190000.0,2630000000.0,2630000000.0,0.08,69.88,13970000.0,1.82,0.53,12770000.0
0,0,VTR,0,0,0,0,,,,,,,,,,8.82,16.26,1.6,3.17,3860000000.0,10.34,-6.5,2049999999.9999998,1580000000.0,340140000.0,0.91,-85.0,588340000.0,1.57,12300000000.0,116.69,0.73,27.27,1510000000.0,1320000000.0,1.26,47.37,42.02,2570000.0,374570000.0,373150000.0,0.42,96.41,8170000.0,2.75,2.85,11180000.0
0,0,CAMP,0,0,0,0,327440000.0,506770000.0,,23.2,1.68,1.06,3.18,1.5,-16.28,-25.07,-5.47,-2.08,-55.81,347550000.0,10.22,-10.4,143300000.0,6590000.0,-87140000.0,-2.57,,107140000.0,3.06,235890000.0,198.26,2.24,3.4,26050000.0,39740000.0,2.44,9.05,8.3,35020000.0,35020000.0,31850000.0,2.79,76.53,1170000.0,6.63,4.05,1390000.0
0,0,PBCT,0,0,0,0,5530000000.0,,11.32,12.35,,2.74,0.73,,,27.03,40.12,0.89,6.71,1860000000.0,4.41,3.9,1810000000.0,,488200000.0,1.15,7.0,1990000000.0,4.74,2720000000.0,,,18.11,883000000.0,,1.24,12.55,11.46,5150000.0,424870000.0,415800000.0,0.64,75.87,15340000.0,2.13,4.78,18710000.0
0,0,AKAM,0,0,0,0,16809999999.999998,18080000000.0,30.28,18.45,1.56,5.45,4.09,5.79,15.7,18.01,21.84,6.15,14.79,3120000000.0,19.26,11.7,1910000000.0,987330000.0,562780000.0,3.41,15.0,1440000000.0,8.87,2710000000.0,65.94,3.13,25.23,1210000000.0,350880000.0,0.49,101.6,107.07,1540000.0,162700000.0,159160000.0,2.12,93.39,10770000.0,6.79,7.56,10100000.0
0,0,GT,0,0,0,0,2420000000.0,8900000000.0,,12.53,,0.2,0.85,0.72,-164.75,-13.81,-2.37,-1.06,-42.51,12380000000.0,52.95,-8.9,3150000000.0,476000000.0,-1710000000.0,-7.31,,1060000000.0,4.53,7530000000.0,247.75,1.16,12.27,1110000000.0,962750000.0,2.16,10.24,9.51,3630000.0,233130000.0,232450000.0,0.29,83.17,7520000.0,1.73,3.62,6990000.0
0,0,ECYT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FB,0,0,0,0,779150000000.0,734150000000.0,31.16,25.13,0.92,9.98,6.62,9.3,20.36,32.01,30.08,10.96,23.88,78980000000.0,27.71,21.6,57930000000.0,30220000000.0,25280000000.0,8.78,28.8,55620000000.0,19.53,11140000000.0,9.47,5.51,41.31,33790000000.0,10740000000.0,1.19,277.23,260.31,19200000.0,2400000000.0,2390000000.0,0.63,79.87,23510000.0,1.22,0.98,21710000.0
0,0,MSFT,0,0,0,0,34.55,34.55,34.55,31.75,2.48,11.16,13.12,10.55,21.72,32.28,38.17,12.1,41.4,147110000000.0,19.38,12.4,96940000000.0,68120000000.00001,47500000000.0,6.2,30.1,137950000000.0,18.25,83220000000.0,67.44,2.53,16.31,66190000000.0,32229999999.999996,0.82,213.8,208.8,29390000.0,7560000000.0,7450000000.0,0.06,71.89,39000000.0,1.34,0.52,36800000.0
0,0,UNH,0,0,0,0,324180000000.0,347170000000.0,19.62,18.76,1.57,1.31,4.97,1.38,12.93,6.62,9.49,8.22,26.35,252580000000.0,266.22,7.9,57600000000.0,26140000000.0,16730000000.0,17.41,-10.3,20810000000.0,21.93,43790000000.0,62.61,0.77,68.74,22280000000.0,16460000000.0,0.73,340.82,316.01,3100000.0,948820000.0,943240000.0,0.58,89.3,5810000.0,1.56,0.62,4880000.0
0,0,DVN,0,0,0,0,6180000000.0,9020000000.0,,31.35,4.81,1.19,2.04,1.76,-6.7,-74.28,-62.1,-13.61,-50.73,4340000000.0,11.5,-28.8,2230000000.0,1380000000.0,-2470000000.0,-8.57,,1710000000.0,4.46,4550000000.0,144.54,2.04,7.89,1550000000.0,717000000.0,3.51,13.34,11.39,11070000.0,382500000.0,379810000.0,0.63,84.13,16140000.0,1.41,4.82,17630000.0
0,0,WEC,0,0,0,0,,,,,,,,,,16.61,24.04,3.12,11.61,7260000000.0,23.0,2.7,2670000000.0,2710000000.0,1200000000.0,3.81,13.9,13100000.0,0.04,13030000000.0,123.38,0.61,33.13,2450000000.0,-507460000.0,0.12,97.58,94.79,1180000.0,315440000.0,314750000.0,0.17,74.58,3920000.0,2.87,1.43,3660000.0
0,0,AAPL,0,0,0,0,995150000000.0,38.97,38.97,32.15,3.21,8.16,33.26,7.99,27.09,20.91,24.15,12.51,73.69,274519999999.99997,15.82,1.0,104960000000.0,77340000000.0,57410000000.0,3.28,-7.4,90940000000.0,5.35,122280000000.0,187.14,1.36,3.85,80670000000.0,60390000000.0,1.3,119.24,109.19,121690000.0,17100000000.000002,16980000000.0,0.07,59.71,89990000.0,0.82,0.53,80530000.0
0,0,GRPN,0,0,0,0,993170000.0,773220000.0,,19.12,1.43,0.58,10.07,0.46,-7.38,-13.34,-3.14,-2.43,-110.76,1690000000.0,59.25,-38.7,1190000000.0,-16830000.0,-225680000.0,-7.9,,778970000.0,27.04,559020000.0,567.4,0.99,3.42,56900000.0,102900000.0,2.51,28.7,24.32,1190000.0,28810000.0,21200000.0,20.65,62.95,2860000.0,1.96,14.81,2970000.0
0,0,COG,0,0,0,0,6780000000.0,7970000000.0,32.08,8.86,3.92,4.65,3.2,5.42,10.55,14.86,19.77,4.06,9.98,1460000000.0,3.64,-20.3,1330000000.0,688630000.0,216260000.0,0.53,,0.0,0.0,1200000000.0,56.47,0.84,5.32,733370000.0,-46940000.0,0.18,17.11,18.39,5590000.0,398580000.0,390600000.0,2.01,100.81,16329999.999999998,2.84,4.74,18310000.0
0,0,HUM,0,0,0,0,51380000000.0,51390000000.0,12.43,17.95,1.5,0.69,3.26,0.69,,5.58,7.68,10.55,30.35,74390000000.0,562.32,23.6,11030000000.0,5960000000.0,4150000000.0000005,31.2,94.5,20730000000.0,156.61,8000000000.0,50.72,1.81,119.15,5870000000.0,1980000000.0,0.84,411.83,405.68,132289999.99999999,132289999.99999999,131979999.99999999,0.2,95.04,1770000.0,1.89,1.34,1620000.0
0,0,LSI,0,0,0,0,,,,,,,,,,25.44,39.04,3.32,6.96,603200000.0,12.88,7.7,383780000.0,349310000.0,153560000.0,3.28,-73.5,110250000.0,2.27,2310000000.0,101.48,1.57,46.78,290560000.0,214670000.0,0.26,113.01,105.61,48600000.0,48600000.0,48100000.0,0.8,94.64,1160000.0,3.26,3.3,1330000.0
0,0,ACE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,JBL,0,0,0,0,5600000000.0,8380000000.000001,125.97,9.24,,0.25,3.29,0.3,6.0,0.2,2.7,3.36,3.05,27270000000.0,179.84,11.1,1930000000.0,1530000000.0,53910000.0,0.35,28.6,1410000000.0,9.43,3350000000.0,183.52,1.01,12.05,1260000000.0,498570000.0,1.32,38.18,34.73,1190000.0,150470000.0,134810000.0,8.05,91.31,2620000.0,3.22,1.8,3130000.0
0,0,MON,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,INTC,0,0,0,0,203790000000.0,222100000000.0,9.77,10.92,1.87,2.73,2.73,2.84,5.78,28.1,31.81,11.13,29.5,78100000000.0,18.36,-4.5,42140000000.0,37050000000.0,21950000000.0,5.11,-28.6,18250000000.0,4.45,36560000000.0,49.04,1.66,18.19,35380000000.0,15430000000.0,0.73,47.49,52.2,33600000.0,4099999999.9999995,4090000000.0,0.05,66.46,50570000.0,1.47,1.23,86540000.0
0,0,PCG,0,0,0,0,23700000000.0,63870000000.0,,12.06,1.59,0.58,1.14,3.46,-50.81,-27.81,13.38,1.7,-34.17,18460000000.0,20.72,10.2,4580000000.0,5850000000.0,-5140000000.0,-5.76,,464000000.0,0.23,40640000000.0,192.92,0.74,10.49,-18470000000.0,-871250000.0,1.3,11.63,10.25,19670000.0,1980000000.0,1470000000.0,24.17,71.21,67310000.0,3.41,3.45,77250000.0
0,0,DO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PNW,0,0,0,0,8980000000.0,15620000000.0,14.21,15.8,3.94,2.56,1.54,4.44,9.96,18.03,23.24,2.68,11.22,3520000000.0,31.23,5.4,1490000000.0,1500000000.0,633930000.0,5.61,10.9,181930000.0,1.62,6820000000.0,114.32,1.17,51.88,893980000.0,-345360000.0,0.25,83.64,79.01,112600000.0,112600000.0,112290000.0,0.24,86.05,2310000.0,2.44,2.72,1770000.0
0,0,FOSL,0,0,0,0,684090000.0,924110000.0,105.0,,,0.38,1.62,0.51,-8.18,-5.51,-4.92,-3.49,-21.19,1800000000.0,35.31,-19.3,1100000000.0,-42300000.0,-99010000.0,-1.95,,323560000.0,6.29,563590000.0,133.06,1.83,8.24,219880000.0,256860000.0,2.04,9.55,6.39,1860000.0,51470000.0,46730000.0,9.46,93.37,7920000.0,2.91,24.71,8700000.0
0,0,ORLY,0,0,0,0,32450000000.000004,37410000000.0,20.02,19.46,1.2,3.0,45.76,3.32,14.19,14.96,20.68,12.72,384.78,11260000000.0,150.71,20.3,5390000000.0,2630000000.0,1680000000.0,22.34,34.7,1630000000.0,22.46,6580000000.0,927.97,0.98,9.68,2570000000.0,1530000000.0,0.99,448.96,448.93,72450000.0,72450000.0,71270000.0,1.67,86.03,1270000.0,2.5,1.79,
0,0,HAL,0,0,0,0,17530000000.0,26240000000.0,,48.31,3.36,1.06,3.37,1.6,-8.5,-26.6,2.23,0.96,-58.39,16399999999.999998,18.66,-46.4,2290000000.0,1570000000.0,-4360000000.0,-4.97,,2120000000.0,2.39,10820000000.0,207.98,2.3,5.89,2410000000.0,2270000000.0,2.83,16.38,14.45,14110000.0,884010000.0,880010000.0,0.32,77.34,42800000.0,3.25,5.45,46220000.0
0,0,HSP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EL,0,0,0,0,89480000000.0,93310000000.0,148.17,48.78,3.73,6.5,20.1,6.68,53.17,4.38,14.4,7.54,13.79,13960000000.0,38.7,-8.5,10750000000.0,2640000000.0,612000000.0,1.66,-12.1,4280000000.0000005,11.84,8090000000.0,180.63,1.85,12.32,2810000000.0,1770000000.0,0.84,244.24,216.34,1160000.0,226540000.0,225010000.0,4.29,91.76,2300000.0,1.56,1.02,1790000.0
0,0,F,0,0,0,0,35890000000.0,149620000000.0,,8.43,0.43,0.28,1.08,1.14,15.72,-0.12,-1.5,-0.47,-0.46,130910000000.0,32.99,1.4,12880000000.0,5840000000.0,-163000000.0,-0.04,461.2,29500000000.0,7.42,158560000000.0,478.15,1.2,8.33,22630000000.0,4790000000.0,1.28,8.71,7.3,65060000.0,3910000000.0,3900000000.0,0.19,52.09,98290000.0,1.36,2.78,89220000.0
0,0,OI,0,0,0,0,1760000000.0,6530000000.0,5.68,6.84,1.33,0.28,10.52,1.05,5.47,4.95,6.91,2.96,91.87,6220000000.0,39.78,-3.2,1210000000.0,844000000.0,310000000.0,1.96,,606000000.0,3.86,5380000000.0,2028.3,1.4,1.06,780000000.0,503120000.0,1.8,11.55,10.7,1170000.0,156960000.0,155510000.0,1.18,93.53,3770000.0,3.07,2.42,4690000.0
0,0,DLX,0,0,0,0,1140000000.0,1920000000.0,45.52,,,0.62,2.24,1.03,9.68,1.56,13.73,8.18,5.6,1860000000.0,44.26,-11.0,1200000000.0,323240000.0,28910000.0,0.67,,310430000.0,7.41,1090000000.0,213.46,1.79,12.21,245440000.0,247600000.0,1.61,25.88,25.61,41890000.0,41890000.0,41600000.0,0.86,92.38,2240000.0,6.75,6.12,2610000.0
0,0,DNR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,UTX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MYL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AVY,0,0,0,0,,,,,,,,,,7.8,11.82,9.02,44.05,6750000000.0,80.98,-1.8,1900000000.0,973100000.0,526900000.0,6.26,4.1,316800000.0,3.8,2160000000.0,161.76,1.31,15.99,721300000.0,484940000.0,0.97,149.28,127.57,83420000.0,83420000.0,82880000.0,0.64,92.1,1.74,1.74,1.22,2.48
0,0,AMP,0,0,0,0,,,,,,,,,,15.33,24.34,1.17,30.17,11870000000.0,94.34,-10.1,6330000000.0,3090000000.0,1820000000.0,14.25,,9680000000.0,82.07,5870000000.0,96.72,2.35,51.14,5410000000.0,2500000000.0,1.75,183.85,162.49,117980000.0,117980000.0,117520000.0,0.2,87.17,2340000.0,3.54,2.24,2490000.0
0,0,FDO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FCX,0,0,0,0,35760000000.0,43380000000.0,,20.88,,2.63,3.87,3.19,15.72,-0.74,10.1,2.1,0.28,13610000000.0,9.37,22.1,2710000000.0,3050000000.0,-104000000.0,-0.08,,2510000000.0,1.73,10030000000.0,57.11,2.61,6.36,1860000000.0,125750000.0,2.3,21.84,16.05,19390000.0,1450000000.0,1450000000.0,0.78,73.73,24960000.0,1.23,1.93,25060000.0
0,0,TSO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CPB,0,0,0,0,14810000000.0,19830000000.0,25.12,16.26,1.06,1.71,5.78,2.24,12.57,20.02,15.37,6.66,36.4,8850000000.0,29.27,7.2,3010000000.0,1680000000.0,732000000.0,5.82,86.1,722000000.0,2.38,6320000000.0,227.8,0.85,9.14,1510000000.0,1040000000.0,0.51,48.24,48.94,2100000.0,302940000.0,193380000.0,35.54,53.78,19330000.0,11.18,9.88,19080000.0
0,0,EFX,0,0,0,0,23570000000.0,26410000000.0,53.67,27.47,2.17,6.06,8.05,6.75,23.68,11.29,16.78,4.92,16.16,3910000000.0,32.26,22.0,1990000000.0,1040000000.0,441900000.0,3.62,176.4,1540000000.0,12.62,4380000000.0,147.55,0.97,24.09,879700000.0,459310000.0,1.28,167.18,164.91,121640000.0,121640000.0,121270000.0,0.38,90.94,2089999.9999999998,1.89,1.94,1710000.0
0,0,XL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AEE,0,0,0,0,19150000000.0,29950000000.0,22.65,20.58,2.74,3.32,2.26,5.18,11.67,15.37,24.89,2.91,10.17,5530000000.0,22.42,-1.6,2740000000.0,2450000000.0,850000000.0,3.42,0.8,6000000.0,0.02,10800000000.0,125.14,0.75,34.34,1830000000.0,-829250000.0,0.21,79.95,78.37,1290000.0,247210000.0,245880000.0,0.44,76.66,4410000.0,2.69,2.04,4500000.0
0,0,ADSK,0,0,0,0,63400000000.0,63880000000.0,149.39,56.5,1.72,17.57,914.87,17.5,94.14,11.74,16.4,6.81,,3650000000.0,16.63,13.0,2980000000.0,691000000.0,428700000.0,1.93,98.2,1620000000.0,7.35,2100000000.0,3028.72,0.83,0.31,1480000000.0,1150000000.0,1.44,264.86,244.46,1430000.0,219890000.0,219550000.0,0.17,93.31,2380000.0,1.51,1.08,2600000.0
0,0,HPQ,0,0,0,0,29930000000.0,32189999999.999996,11.61,8.72,1.08,0.58,,0.57,7.56,5.02,6.92,7.19,,56640000000.0,40.08,-1.0,10440000000.0,4710000000.0,2840000000.0,2.0,72.2,5140000000.0,3.99,7400000000.0,,0.79,-1.71,4320000000.0,3260000000.0,1.08,21.22,18.87,9400000.0,1370000000.0,1290000000.0,0.23,84.32,11750000.0,1.19,0.96,19940000.0
0,0,EIX,0,0,0,0,23570000000.0,46320000000.0,67.67,13.32,5.59,1.72,1.71,3.46,15.61,2.66,20.65,2.6,2.3,13390000000.0,36.34,24.1,6740000000.0,4570000000.0,356000000.0,0.96,,92000000.0,0.24,22850000000.0,146.02,0.68,36.32,1580000000.0,-2620000000.0,0.54,61.94,56.63,2040000.0,378510000.0,378150000.0,0.06,90.97,6050000.0,3.1,1.72,7540000.0
0,0,GES,0,0,0,0,1210000000.0,2120000000.0,,,,0.59,2.62,1.02,153.66,-3.48,3.32,1.8,-13.35,2069999999.9999998,32.01,-7.6,1020000000.0,134890000.0,-72680000.0,-1.12,112.3,365260000.0,5.74,1280000000.0,264.8,1.54,7.23,324270000.0,269980000.0,2.02,16.02,12.71,1160000.0,63620000.0,37670000.0,40.0,68.41,9560000.0,7.97,45.15,9380000.0
0,0,ACI,0,0,0,0,7240000000.0,19610000000.0,9.7,9.58,1.2,0.11,4.82,0.29,4.76,1.46,3.91,6.51,36.48,68050000000.0,122.77,11.2,17590000000.0,4269999999.9999995,953500000.0,,-3.5,2400000000.0,5.08,14820000000.0,478.06,1.13,,3540000000.0,2800000000.0,,15.35,14.81,2930000.0,472650000.0,243590000.0,14.94,73.63,18600000.0,7.78,13.6,17710000.0
0,0,BMS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DOW,0,0,0,0,40050000000.0,54770000000.0,,20.08,,1.05,3.24,1.44,31.14,-6.14,7.44,2.83,-14.68,38040000000.0,51.4,-9.8,6370000000.0,5590000000.0,-2340000000.0,-3.17,,4590000000.0,6.19,19550000000.0,151.2,1.74,16.66,6550000000.0,4900000000.0,,52.75,46.79,4110000.0000000005,741750000.0,740770000.0,0.09,68.0,10870000.0,2.37,1.47,10270000.0
0,0,SCG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ADBE,0,0,0,0,231530000000.0,230250000000.0,44.57,42.92,2.39,18.19,17.46,17.89,45.6,40.88,32.93,11.76,44.21,12870000000.0,26.75,14.4,11150000000.0,4990000000.0,5260000000.0,10.83,164.1,5990000000.0,12.51,4710000000.0,35.49,1.48,27.69,,,0.97,473.83,462.72,2660000.0,479720000.0,477390000.0,0.31,86.15,4390000.0,1.63,0.92,4640000.0
0,0,NUS,0,0,0,0,2640000000.0,2730000000.0,17.6,,,1.15,3.19,1.13,9.16,6.54,9.25,7.86,18.89,2420000000.0,45.23,19.2,1840000000.0,297510000.0,158000000.0,2.94,27.7,378010000.0,7.41,510660000.0,61.71,1.66,16.19,334350000.0,256500000.0,1.35,51.61,47.95,51030000.0,51030000.0,50080000.0,1.73,79.45,1.88,1.88,1.99,1010000.0
0,0,CLDX,0,0,0,0,701920000.0,506130000.0,,,,93.58,3.05,111.98,-10.62,0.0,-1150.0,-16.76,-29.17,4520000.0,0.19,22.3,-39100000.0,-47660000.0,-48330000.0,-2.03,,199590000.0,5.04,3810000.0,1.66,16.63,5.81,-46190000.0,-26080000.0,3.07,19.15,13.7,39570000.0,39570000.0,29280000.0,0.16,82.0,2430000.0,4.35,6.16,2980000.0
0,0,HCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LUK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PH,0,0,0,0,,,,,,,,,,8.75,14.69,6.34,18.81,13590000000.0,105.79,-3.1,3540000000.0,2570000000.0,1190000000.0,9.16,-5.2,775860000.0,6.02,7940000000.0,121.36,1.46,50.69,2360000000.0,1790000000.0,1.76,259.74,213.36,128800000.00000001,128800000.00000001,128090000.0,0.38,81.0,1260000.0,1.14,0.98,1360000.0
0,0,BBBY,0,0,0,0,,,,,,,,,,-1.91,-1.64,-1.31,-10.46,9860000000.0,79.8,-1.2,3540000000.0,182010000.0,-188360000.0,-1.53,,1440000000.0,11.58,3560000000.0,209.65,1.5,13.63,483900000.0,336950000.0,2.18,20.09,14.9,10320000.0,126010000.0,119690000.0,5.77,117.96,66610000.0,9.03,69.63,66239999.99999999
0,0,BDX,0,0,0,0,,,,,,,,,,5.11,14.72,2.98,3.9,17120000000.000002,61.36,4.4,7920000000.0,4670000000.0,767000000.0,2.71,-21.0,2840000000.0,9.81,18370000000.0,77.31,1.54,81.94,3540000000.0,3480000000.0,0.78,237.85,244.03,1450000.0,289870000.0,289310000.0,0.11,87.29,1860000.0,1.11,0.74,2170000.0
0,0,NVDA,0,0,0,0,,,,,,,,,,25.89,28.44,12.31,28.82,14780000000.0,24.06,56.8,6770000000.0,5120000000.0,3830000000.0,6.12,48.6,10140000000.0,16.38,7680000000.0,50.09,3.92,24.77,5220000000.0,3230000000.0,1.47,532.74,477.77,9670000.0,619000000.0,593450000.0,4.18,68.44,6370000.0,0.67,1.07,6100000.0
0,0,BSX,0,0,0,0,50120000000.0,57430000000.0,13.56,21.69,2.76,4.95,3.22,5.54,67.72,36.64,9.85,2.16,29.32,10110000000.0,7.18,-1.8,7630000000.0,2120000000.0,3680000000.0,2.61,,2020000000.0,1.41,9590000000.0,61.63,1.87,10.87,1530000000.0,2170000000.0,0.86,34.84,37.29,13030000.0,1420000000.0,1430000000.0,0.22,94.59,12220000.0,0.8,0.86,12170000.0
0,0,PBI,0,0,0,0,1000000000.0,3010000000.0,9.61,16.5,,0.3,12.65,0.9,40.1,-0.71,4.57,1.8,-382.7,3360000000.0,19.6,12.9,1280000000.0,314380000.0,-200030000.0,-0.14,,820360000.0,4.74,2830000000.0,3575.26,1.22,0.46,260550000.0,612370000.0,2.91,5.81,4.88,2310000.0,173110000.0,169840000.0,5.74,78.28,17060000.0,6.45,13.23,14360000.0
0,0,OXY,0,0,0,0,,,,,,,,,,-75.2,-38.8,-4.57,-44.1,19760000000.0,21.74,-29.9,12060000000.0,7860000000.0,-14370000000.0,-17.28,,1900000000.0,2.04,41610000000.0,209.5,1.02,10.84,4560000000.0,5390000000.0,2.38,14.77,14.43,27450000.0,931210000.0,928710000.0,0.23,68.79,35310000.0,1.25,4.2,47470000.0
0,0,KMI,0,0,0,0,,,,,,,,,,1.02,29.28,2.94,0.54,11940000000.0,5.27,-9.2,7360000000.0,5790000000.0,110000000.0,0.05,-10.1,691000000.0,0.31,34730000000.0,106.24,0.61,13.94,4910000000.0,1640000000.0,1.07,13.72,13.99,17170000.0,2260000000.0,1940000000.0,13.8,62.58,28720000.0,1.52,1.48,27060000.0
0,0,MCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AES,0,0,0,0,14070000000.0,33520000000.000004,69.64,13.66,1.94,1.48,7.02,3.52,16.03,-3.67,22.69,3.99,-7.77,9530000000.0,14.32,-3.0,2350000000.0,3240000000.0,-353000000.0,-0.53,,1890000000.0,2.84,21350000000.0,516.48,1.02,3.01,2710000000.0,518000000.0,0.84,20.89,17.66,5500000.0,665130000.0,663230000.0,0.3,93.41,10780000.0,1.83,2.17,12820000.0
0,0,EMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,NOC,0,0,0,0,50110000000.0,62470000000.0,20.49,12.45,1.14,1.43,4.79,1.77,14.09,6.94,9.5,4.92,24.26,35310000000.0,210.89,7.2,7260000000.0,4370000000.0,2450000000.0,14.58,5.7,4990000000.0,29.96,17360000000.0,165.84,1.44,62.78,5170000000.0,2300000000.0,0.75,304.46,317.85,166720000.0,166720000.0,166040000.0,0.48,83.68,1750000.0,1.9,1.32,1890000.0
0,0,SNTS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RTN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GIS,0,0,0,0,36500000000.0,48320000000.0,15.96,16.39,4.01,2.05,4.29,2.64,12.25,13.16,18.58,6.77,27.03,18290000000.0,29.88,6.8,6160000000.0,3980000000.0,2410000000.0,3.9,18.5,2580000000.0,4.22,13960000000.0,147.92,0.76,13.98,3650000000.0,3170000000.0,0.56,60.18,61.64,3320000.0,610920000.0,609630000.0,0.17,76.75,21180000.0,6.48,3.47,19860000.0
0,0,MCD,0,0,0,0,,,,,,,,,,25.88,38.16,9.41,,19030000000.0,25.53,-1.5,11120000000.0,8960000000.0,4930000000.0,6.55,9.6,3680000000.0,4.94,51290000000.0,,1.07,-11.37,6160000000.0,2340000000.0,0.58,214.03,207.87,3010000.0,745110000.0,744490000.0,0.06,68.8,5180000.0,1.49,0.7,5200000.0
